features,label
"[-538.7911987304688, 32.57770538330078, -21.98308753967285, 8.117681503295898, -10.631035804748535, -20.771589279174805, 3.531923770904541, -29.22048568725586, -7.14674711227417, -8.986095428466797, -10.512791633605957, -9.194249153137207, -9.503275871276855, 0.4211357831954956, 0.881527304649353, 4.912515640258789, 4.340185165405273, 9.617388725280762, 15.350000381469727, 25.60965347290039, 21.64166259765625, 23.685577392578125, 11.432082176208496, -0.06878415495157242, -6.117527008056641, 2.2291860580444336, 6.479299545288086, 5.99005126953125, -6.853425025939941, -3.589730739593506, 4.874111175537109, 11.895013809204102, 1.0055527687072754, -1.0158677101135254, -3.165855884552002, 1.210013747215271, -0.7746367454528809, 1.9848867654800415, 3.545919418334961, 11.361108779907227]",calm
"[-588.8247680664062, 87.0499267578125, -4.670241355895996, 16.357789993286133, 5.0909318923950195, -3.056457281112671, -22.79353904724121, -17.69060707092285, -12.282505989074707, -6.195583820343018, -13.750865936279297, -13.111411094665527, 2.9310970306396484, -13.02678394317627, -14.821304321289062, 2.538015365600586, -8.554544448852539, -9.612517356872559, -3.8416690826416016, -2.058744192123413, -12.937104225158691, -0.10170716792345047, -14.293601036071777, 0.1513506919145584, -8.43746280670166, -4.130764484405518, -11.019209861755371, -2.200596809387207, -4.391018867492676, 0.16604050993919373, 3.405015230178833, 3.600109338760376, -2.666718006134033, -4.014319896697998, -2.781465530395508, 1.5043785572052002, 5.360013484954834, 16.820232391357422, 15.607949256896973, 18.778488159179688]",calm
"[-415.69793701171875, 34.74032211303711, -26.216388702392578, 7.933619976043701, -8.629364013671875, -26.127187728881836, -18.366695404052734, -29.053571701049805, -20.563152313232422, -3.017822742462158, -10.923330307006836, -17.408533096313477, -4.656283855438232, -7.597288131713867, 2.1317741870880127, -0.1252545863389969, 5.291716575622559, 15.631484031677246, 9.653632164001465, 18.14080810546875, 15.091625213623047, 17.59003257751465, -1.8908988237380981, 2.7729835510253906, -11.89950942993164, -0.02292339690029621, -0.5942895412445068, 3.9713492393493652, -11.0538911819458, -5.192698001861572, 5.705927848815918, 9.414791107177734, 0.8753594160079956, -6.607268810272217, -8.194239616394043, 1.6288477182388306, -3.7501964569091797, 0.01149485632777214, 7.00507926940918, 12.240617752075195]",calm
"[-512.197265625, 71.87167358398438, 2.8898062705993652, 11.021829605102539, 1.051505446434021, -1.9328209161758423, -6.283326148986816, -2.3937437534332275, -11.42612075805664, -13.925661087036133, 6.160341262817383, -6.256478786468506, -4.401256084442139, -7.949228286743164, -3.0003738403320312, -1.1360721588134766, -11.011656761169434, -3.9750075340270996, -6.433244705200195, -4.81837797164917, -8.934946060180664, -1.4867490530014038, -10.72589111328125, -4.82990837097168, -5.941256999969482, -1.6348276138305664, -10.83788776397705, -0.48833900690078735, -7.3642683029174805, 1.9117587804794312, 6.004156589508057, 8.427184104919434, 7.774189472198486, 5.843730449676514, -4.807341575622559, -4.587538719177246, -4.906738758087158, 5.973575592041016, 11.800705909729004, 19.274333953857422]",calm
"[-480.3082580566406, 35.41437911987305, -33.57664489746094, 1.3555526733398438, -20.356246948242188, -23.574974060058594, -9.320770263671875, -21.200841903686523, -26.942134857177734, -2.7486510276794434, -19.823307037353516, -2.442976236343384, -16.591413497924805, -5.979848384857178, 1.342315912246704, -11.225594520568848, 2.099736213684082, 9.821382522583008, 7.316308975219727, 19.7810115814209, 21.883670806884766, 22.169572830200195, 9.995616912841797, -0.2647702097892761, -11.827545166015625, 0.18580122292041779, 4.2143778800964355, 8.948712348937988, -10.179999351501465, -8.724740028381348, 1.407784342765808, 13.442747116088867, 3.5788474082946777, -8.353943824768066, -10.725008964538574, -1.474698543548584, -2.032688617706299, -3.0062010288238525, 1.0143253803253174, 12.041070938110352]",calm
"[-525.95751953125, 72.6615219116211, -21.302579879760742, 18.45840072631836, 0.8041570782661438, -4.261983394622803, -23.734167098999023, -6.763773441314697, -20.000995635986328, -4.583920955657959, 4.33266019821167, -11.478738784790039, 2.059865713119507, -5.3286614418029785, -7.218785762786865, 1.5439722537994385, -10.482081413269043, -7.040796756744385, 0.8366475701332092, -5.757481098175049, -9.637673377990723, 1.7382612228393555, -9.830025672912598, -5.417736053466797, -0.05135423317551613, -3.835906744003296, -5.79934024810791, -0.09841545671224594, -2.3460781574249268, 4.401298999786377, 2.743617534637451, 6.473254203796387, 0.9872228503227234, 2.1739625930786133, -4.6320648193359375, 1.1213806867599487, 0.4005843997001648, 9.803359985351562, 12.221941947937012, 18.211530685424805]",calm
"[-596.497314453125, 39.261898040771484, -18.013952255249023, 2.4943349361419678, -16.125133514404297, -15.864253997802734, -7.704787731170654, -21.313465118408203, -7.989532947540283, -9.884021759033203, -9.288735389709473, -15.525794982910156, -7.256412506103516, -0.17429175972938538, -9.158777236938477, 2.470766544342041, 0.93475741147995, 10.571606636047363, 5.897041320800781, 17.337610244750977, 14.258225440979004, 14.48161792755127, 5.644062519073486, -5.851405143737793, -10.5153169631958, -0.5155326128005981, -4.096349239349365, -0.09235276281833649, -8.428247451782227, -7.398322582244873, -0.7194483876228333, 7.764799118041992, -1.3278801441192627, -5.194514274597168, -6.365401744842529, -2.372934103012085, -3.7906031608581543, -0.3382943868637085, 1.612845778465271, 7.715243339538574]",calm
"[-540.2349853515625, 91.68367767333984, -2.6379196643829346, 24.41767692565918, -0.9495086669921875, -5.131875991821289, 2.583296537399292, -1.7234349250793457, -13.03970718383789, 0.43351709842681885, -4.918126106262207, -0.16254794597625732, -6.615167140960693, -4.644301414489746, 1.945345401763916, -4.521683692932129, -7.5953898429870605, -0.5983871817588806, -3.1726083755493164, -5.0849928855896, -9.228982925415039, -1.7680143117904663, -9.391047477722168, -2.759398937225342, -2.48602032661438, -3.1593308448791504, -4.430428504943848, -1.0037128925323486, -1.2799099683761597, 0.6286045908927917, 3.4888217449188232, 6.298952579498291, 4.0949201583862305, -0.15927179157733917, -2.6683242321014404, -0.906211256980896, 0.09666513651609421, 9.049962997436523, 14.484776496887207, 17.831872940063477]",calm
"[-497.6106872558594, 47.664215087890625, -14.569326400756836, 4.8330559730529785, -9.543058395385742, -26.324363708496094, -15.807696342468262, -18.54263687133789, -10.778369903564453, 0.6342169046401978, -22.338409423828125, -8.05298137664795, -1.9385825395584106, -8.8094482421875, -3.0414247512817383, 0.4407983720302582, -2.5195021629333496, 9.087410926818848, 6.072991847991943, 16.560773849487305, 18.416080474853516, 11.423199653625488, 4.068493843078613, -10.530900955200195, -10.169058799743652, 1.017224669456482, -1.5809035301208496, -2.355973243713379, -11.1050386428833, -6.046555519104004, 1.9810492992401123, 6.019815921783447, -8.563983917236328, -8.402828216552734, -7.322274684906006, 2.497682571411133, -2.1349921226501465, 1.0637023448944092, 7.206057548522949, 10.627477645874023]",calm
"[-518.41015625, 90.8577651977539, -7.518182754516602, 20.263071060180664, 1.9204152822494507, -7.11417818069458, -6.339778900146484, -12.227787017822266, -20.23885726928711, -1.8465125560760498, -8.264183044433594, -8.844856262207031, 6.601866245269775, -7.793090343475342, -13.425421714782715, 2.4168739318847656, -12.744192123413086, -10.7312650680542, -3.156744956970215, -5.646939754486084, -7.665508270263672, -2.603985071182251, -10.037862777709961, -0.7899447083473206, -5.923517227172852, 0.4314548671245575, -7.215168476104736, -3.950406551361084, -6.356856822967529, 3.922971725463867, 5.073373317718506, 5.814219951629639, 2.0092663764953613, -2.8796584606170654, -6.464046478271484, -2.1202011108398438, 5.043144226074219, 15.02080249786377, 19.24341583251953, 22.3790340423584]",calm
"[-482.3851623535156, 56.80324172973633, -8.45245361328125, 15.819903373718262, -0.2806990444660187, -2.663771629333496, -17.124034881591797, -7.701815128326416, -21.978961944580078, -4.583869934082031, 0.8188992738723755, -12.135597229003906, -7.233424186706543, -10.027200698852539, 1.9996330738067627, -2.2364072799682617, -10.169410705566406, 2.580392599105835, -0.46783456206321716, -13.335471153259277, -2.5415849685668945, -1.792872428894043, -11.704493522644043, -3.6686153411865234, -2.611356019973755, -6.364023208618164, -3.7399423122406006, -3.5274643898010254, -7.136702537536621, 0.7733224034309387, 1.2082117795944214, 8.044191360473633, 5.742216110229492, 4.174261093139648, -3.5560214519500732, -3.660325765609741, -7.501155853271484, 6.196568489074707, 9.491791725158691, 18.78306770324707]",calm
"[-556.9291381835938, 20.087039947509766, -25.59222412109375, 0.5142019391059875, -24.581771850585938, -23.973974227905273, -9.883064270019531, -28.186176300048828, -20.57638931274414, -5.666720867156982, -13.926753997802734, -3.361581563949585, -15.186661720275879, -0.6197788119316101, -5.2830023765563965, -3.860724449157715, 11.152664184570312, 3.812215566635132, 9.407509803771973, 19.981264114379883, 12.37968921661377, 15.159098625183105, 2.040947675704956, -6.126228332519531, -9.232904434204102, 0.16878679394721985, -0.7004458904266357, -0.5156165361404419, -11.346942901611328, -3.907301664352417, 2.556394100189209, 8.632033348083496, -3.014932632446289, -9.446589469909668, -5.317748069763184, -1.7732791900634766, -3.685258150100708, -0.35156306624412537, 5.621711730957031, 7.3385467529296875]",calm
"[-447.819580078125, 100.32671356201172, -29.233121871948242, 9.272310256958008, 6.343834400177002, -17.59423065185547, -17.694013595581055, -3.3171229362487793, -33.80717468261719, -13.648894309997559, 6.390368461608887, -19.496055603027344, -5.386009693145752, -5.8195953369140625, -8.088240623474121, -1.9239706993103027, -7.66007661819458, -9.983731269836426, -7.939934730529785, -10.539546966552734, -6.93054723739624, -8.796782493591309, -10.005829811096191, -10.96060562133789, -4.2821807861328125, -14.233222007751465, -4.585699558258057, -1.9274091720581055, -7.493984699249268, 8.394882202148438, -0.7222806215286255, 6.644407749176025, -1.870219349861145, -4.664790630340576, -11.200194358825684, -0.24450331926345825, 2.036588430404663, 13.103045463562012, 18.37769317626953, 22.261838912963867]",calm
"[-474.5443420410156, 24.12494659423828, -19.806629180908203, -8.870882034301758, -21.099872589111328, -16.928131103515625, -15.117894172668457, -15.02571964263916, -28.756298065185547, -3.30869460105896, -8.694748878479004, -16.88970184326172, -9.144906997680664, -1.2102771997451782, 2.498918056488037, -1.4898475408554077, 3.5755515098571777, 10.65198802947998, 5.3257365226745605, 17.503189086914062, 17.37810707092285, 16.697858810424805, 6.790062427520752, -0.08060161769390106, -16.63605308532715, 3.827033519744873, 4.216305255889893, 1.639043927192688, -7.338907241821289, 2.1414709091186523, 4.146903991699219, 12.072303771972656, -3.49245023727417, -4.741919040679932, -8.40821647644043, -0.5268034934997559, -0.17745238542556763, 1.6696523427963257, 2.3773581981658936, 11.034330368041992]",calm
"[-519.4227905273438, 78.780517578125, -15.91544246673584, 10.9641695022583, 16.201078414916992, -6.6366376876831055, -8.494820594787598, -4.29727029800415, -12.87867546081543, -6.8805742263793945, 3.3589441776275635, -4.477320194244385, -5.645235538482666, -6.9073872566223145, -0.9984668493270874, 2.6415696144104004, -12.06713581085205, -0.11690571159124374, -7.687841415405273, -8.432450294494629, -8.167035102844238, -1.5777531862258911, -9.785659790039062, -1.6101936101913452, -3.454669713973999, -3.661842107772827, -6.7318010330200195, -0.8710452914237976, -0.8991694450378418, 6.328042507171631, 3.3231444358825684, 8.589591026306152, 1.8886585235595703, -2.776171922683716, -5.442023277282715, -1.0327160358428955, 1.3204556703567505, 12.607908248901367, 12.248910903930664, 20.310317993164062]",calm
"[-526.7299194335938, 41.33115005493164, -23.952749252319336, -7.2972211837768555, -23.29703140258789, -26.437973022460938, -9.505114555358887, -15.794336318969727, -17.949125289916992, -8.528481483459473, -8.435711860656738, -5.258957386016846, -11.7794189453125, 3.8005738258361816, 5.231550693511963, 3.168661117553711, 8.537487983703613, 7.380834102630615, 5.409784317016602, 14.101228713989258, 13.679702758789062, 10.14169979095459, 1.5045759677886963, -3.335663318634033, -10.104575157165527, 1.4015660285949707, -1.7595224380493164, -3.145749092102051, -7.569669246673584, -0.17477181553840637, 2.682072639465332, 5.142874717712402, -3.7312543392181396, -6.746291160583496, -7.088003158569336, -3.295665979385376, -2.6097865104675293, 0.8841226696968079, 3.1016507148742676, 4.73346471786499]",calm
"[-520.9196166992188, 83.24580383300781, -21.80327606201172, 17.77001953125, -0.6509628295898438, -5.5183515548706055, -22.54310417175293, -13.273765563964844, -23.715917587280273, -11.138321876525879, 0.3383046090602875, -12.7081298828125, -8.061897277832031, -13.621898651123047, -6.724062442779541, -1.6024980545043945, -14.17442512512207, -10.233868598937988, -4.225356578826904, -9.063973426818848, -16.243242263793945, -1.7911841869354248, -14.697784423828125, -8.389689445495605, -4.131927013397217, -8.533147811889648, -9.757085800170898, -4.333587169647217, -7.554001808166504, 0.743060827255249, 0.23179011046886444, 1.276087760925293, -0.48025500774383545, -5.432034492492676, -9.789971351623535, -0.9831815361976624, 3.641601085662842, 10.299818992614746, 14.022492408752441, 16.751304626464844]",calm
"[-505.78448486328125, 40.03537368774414, -30.38750457763672, 6.94655704498291, -25.646739959716797, -14.683960914611816, -4.560515403747559, -26.99141502380371, -10.797541618347168, -7.4341325759887695, -8.781929969787598, -14.534543991088867, -15.473407745361328, 2.4998867511749268, -5.434714317321777, 5.603700637817383, 1.0127779245376587, 6.058015823364258, 5.354381084442139, 10.090729713439941, 12.152353286743164, 13.049921989440918, 5.296652317047119, -8.765690803527832, -9.044299125671387, -3.6229262351989746, -1.230873465538025, 3.5297982692718506, -9.25230598449707, -3.908862352371216, 4.724078178405762, 11.343338966369629, -0.3635016083717346, -5.518646240234375, -7.7257513999938965, -2.56333065032959, -5.968967437744141, -0.028290558606386185, 4.018242835998535, 9.652839660644531]",calm
"[-412.7076416015625, 57.06504440307617, -10.566807746887207, 20.056169509887695, -5.568689823150635, -1.9343172311782837, -14.074493408203125, -8.658003807067871, -11.108931541442871, -17.062328338623047, 10.514296531677246, -14.328624725341797, -8.633350372314453, 0.830078125, -9.594173431396484, -2.0333728790283203, -7.738344669342041, -0.5588962435722351, -3.8365275859832764, -5.269213676452637, -7.0111083984375, -0.6539966464042664, -7.90324068069458, -4.502630710601807, -1.5018388032913208, -3.778052568435669, -5.45304012298584, 0.2612729072570801, -1.8586454391479492, 3.667311429977417, 5.650310516357422, 8.287444114685059, 0.8894397616386414, 1.6248186826705933, -3.779730796813965, 0.14810897409915924, 3.070561408996582, 12.217493057250977, 14.627856254577637, 17.665756225585938]",calm
